City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
283,Sayaxche,GT,16.52,-90.17,90.81,53,26,4.54,scattered clouds,0.0,0.0
284,Thinadhoo,MV,0.53,72.93,84.92,77,95,17.4,moderate rain,1.03,0.0
285,Henties Bay,NA,-22.12,14.28,65.28,61,0,12.35,clear sky,0.0,0.0
286,Ketchikan,US,55.34,-131.65,48.2,93,90,11.41,overcast clouds,0.0,0.0
287,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,86.0,74,40,4.7,scattered clouds,0.0,0.0
288,Nyurba,RU,63.28,118.33,30.25,98,97,3.11,overcast clouds,0.0,0.0
289,Caravelas,BR,-17.71,-39.25,82.04,56,0,6.93,clear sky,0.0,0.0
290,Goundam,ML,16.41,-3.67,104.9,16,88,6.87,overcast clouds,0.0,0.0
291,Kandrian,PG,-6.22,149.55,78.48,88,80,7.96,broken clouds,0.0,0.0
292,Narsaq,GL,60.92,-46.05,55.4,50,75,10.29,broken clouds,0.0,0.0
293,Mattru,SL,7.62,-11.83,85.17,76,99,5.14,light rain,0.95,0.0
294,Lavrentiya,RU,65.58,-171.0,33.04,94,98,6.33,overcast clouds,0.0,0.0
295,Mehamn,NO,71.04,27.85,37.4,55,58,2.93,broken clouds,0.0,0.0
296,Longyan,CN,25.11,117.02,65.01,64,86,1.92,overcast clouds,0.0,0.0
297,Asau,RO,46.43,26.4,63.0,53,28,3.47,scattered clouds,0.0,0.0
298,Challans,FR,46.84,-1.87,62.6,38,100,11.41,overcast clouds,0.0,0.0
299,Brae,GB,60.4,-1.35,42.8,70,40,18.34,shower rain,0.0,0.0
300,Batagay,RU,67.63,134.63,33.82,90,84,2.91,light snow,0.0,0.14
301,Uspenka,UA,48.39,39.16,48.24,69,1,6.62,clear sky,0.0,0.0
302,Stornoway,GB,58.21,-6.39,50.0,49,25,11.41,scattered clouds,0.0,0.0
303,Penha,BR,-26.77,-48.65,79.0,78,75,6.93,broken clouds,0.0,0.0
304,Bethel,US,41.37,-73.41,57.0,23,1,8.05,clear sky,0.0,0.0
305,Port-Gentil,GA,-0.72,8.78,82.4,88,40,4.7,light rain,0.0,0.0
306,Ojinaga,MX,29.57,-104.42,82.99,34,1,5.82,clear sky,0.0,0.0
307,Adrar,MR,20.5,-10.07,95.36,11,0,5.39,clear sky,0.0,0.0
308,Aklavik,CA,68.22,-135.01,19.4,79,90,12.75,light snow,0.0,0.0
309,Lugo,ES,43.0,-7.5,63.0,70,38,7.0,light rain,0.94,0.0
310,Sur,OM,22.57,59.53,82.36,56,0,3.15,clear sky,0.0,0.0
311,Toppenish,US,46.38,-120.31,60.01,58,99,3.36,overcast clouds,0.0,0.0
312,Acapulco,MX,16.86,-99.89,87.8,43,5,5.82,clear sky,0.0,0.0
313,Penzance,GB,50.12,-5.54,53.6,66,20,23.04,few clouds,0.0,0.0
314,Lokoja,NG,7.8,6.74,87.08,66,88,6.55,light rain,0.12,0.0
315,Mporokoso,ZM,-9.37,30.12,64.62,84,82,3.83,broken clouds,0.0,0.0
316,Xining,CN,36.62,101.77,49.96,47,2,3.38,clear sky,0.0,0.0
317,Svetlaya,RU,46.54,138.33,44.1,71,60,6.38,broken clouds,0.0,0.0
318,Boyuibe,BO,-20.42,-63.28,69.55,56,70,11.61,broken clouds,0.0,0.0
319,Barbalha,BR,-7.31,-39.3,86.0,62,40,8.05,scattered clouds,0.0,0.0
320,Laguna,US,38.42,-121.42,62.01,71,90,5.82,overcast clouds,0.0,0.0
321,Kibaya,TZ,-5.3,36.57,62.58,100,47,4.16,scattered clouds,0.0,0.0
322,Urupes,BR,-21.2,-49.29,77.0,47,90,3.36,overcast clouds,0.0,0.0
323,Iqaluit,CA,63.75,-68.51,30.2,63,40,17.22,scattered clouds,0.0,0.0
324,Nigde,TR,37.83,34.75,60.04,39,0,4.18,clear sky,0.0,0.0
325,Normandin,CA,48.83,-72.53,41.0,25,20,17.22,few clouds,0.0,0.0
326,Mbandaka,CD,0.05,18.26,78.89,69,12,1.32,few clouds,0.0,0.0
327,Port Elizabeth,ZA,-33.92,25.57,64.4,68,4,20.8,clear sky,0.0,0.0
328,Cortez,US,37.35,-108.59,66.2,17,1,16.11,clear sky,0.0,0.0
329,Bouna,CI,9.27,-3.0,94.41,40,84,2.57,broken clouds,0.0,0.0
330,Havoysund,NO,71.0,24.66,41.0,44,0,5.82,clear sky,0.0,0.0
331,Saskylakh,RU,71.92,114.08,28.8,98,98,6.85,light snow,0.0,0.21
332,Vilcun,CL,-38.65,-72.23,50.0,100,75,3.36,broken clouds,0.0,0.0
333,Bilma,NE,18.69,12.92,95.43,8,0,3.76,clear sky,0.0,0.0
334,Bilibino,RU,68.05,166.44,27.64,93,17,0.98,few clouds,0.0,0.0
335,Gigmoto,PH,13.78,124.39,81.64,83,99,8.9,overcast clouds,0.0,0.0
336,Acajutla,SV,13.59,-89.83,82.99,65,20,2.68,few clouds,0.0,0.0
337,Salisbury,GB,51.07,-1.8,53.01,37,63,14.99,broken clouds,0.0,0.0
338,Tiznit,MA,29.58,-9.5,65.44,57,68,19.55,broken clouds,0.0,0.0
339,Zyryanka,RU,65.75,150.85,34.97,93,99,6.69,overcast clouds,0.0,0.0
340,Kayerkan,RU,69.35,87.76,28.4,86,41,26.84,scattered clouds,0.0,0.0
341,Roma,US,43.21,-75.46,51.8,29,20,12.75,few clouds,0.0,0.0
342,Vostok,RU,46.49,135.88,35.33,86,61,5.37,broken clouds,0.0,0.0
343,Isangel,VU,-19.55,169.27,64.4,77,20,8.01,few clouds,0.0,0.0
344,Kalianget,ID,-7.05,113.93,82.06,79,99,13.22,overcast clouds,0.0,0.0
345,Damghan,IR,36.17,54.35,64.74,27,0,6.53,clear sky,0.0,0.0
346,Mangrol,IN,21.12,70.12,82.53,81,0,8.81,clear sky,0.0,0.0
347,Kavieng,PG,-2.57,150.8,83.14,74,92,4.54,light rain,0.4,0.0
348,Talnakh,RU,69.49,88.4,28.4,86,29,26.84,scattered clouds,0.0,0.0
349,Sakakah,SA,29.97,40.21,93.2,8,74,4.7,broken clouds,0.0,0.0
350,Sitka,US,57.05,-135.33,46.4,93,90,8.05,fog,0.0,0.0
351,Samarai,PG,-10.62,150.67,78.42,78,24,7.58,few clouds,0.0,0.0
352,Jackson,US,42.42,-122.83,51.01,76,90,3.02,overcast clouds,0.0,0.0
353,Mombetsu,JP,44.35,143.35,46.99,87,100,8.01,overcast clouds,0.0,0.0
354,Puerto Leguizamo,CO,-0.19,-74.78,86.11,65,100,0.67,overcast clouds,0.0,0.0
355,Rock Sound,BS,24.9,-76.2,76.19,81,83,26.17,broken clouds,0.0,0.0
356,Sorong,ID,-0.88,131.25,82.24,78,86,6.8,overcast clouds,0.0,0.0
357,Nalut,LY,30.33,10.85,103.37,7,16,17.29,few clouds,0.0,0.0
358,Praia,CV,14.92,-23.51,80.6,57,75,23.04,broken clouds,0.0,0.0
359,Kwinana,AU,-32.25,115.77,61.0,76,97,5.82,overcast clouds,0.0,0.0
360,Sri Madhopur,IN,27.47,75.6,88.39,31,47,9.17,scattered clouds,0.0,0.0
361,Nhulunbuy,AU,-12.23,136.77,78.8,83,90,5.82,overcast clouds,0.0,0.0
362,Mwense,ZM,-10.38,28.7,72.86,59,55,3.42,broken clouds,0.0,0.0
363,Rach Gia,VN,10.02,105.08,82.4,88,20,7.49,few clouds,0.0,0.0
364,Melville,US,40.79,-73.42,57.0,24,1,6.93,clear sky,0.0,0.0
365,Saint-Pierre,RE,-21.34,55.48,75.2,64,90,5.82,overcast clouds,0.0,0.0
366,Grindavik,IS,63.84,-22.43,44.6,87,90,14.99,light rain,0.0,0.0
367,Olafsvik,IS,64.89,-23.71,43.95,79,98,17.11,overcast clouds,0.0,0.0
368,Asfi,MA,32.3,-9.24,63.64,75,62,17.98,moderate rain,2.46,0.0
369,Inhambane,MZ,-23.86,35.38,73.4,73,0,5.61,clear sky,0.0,0.0
370,Colina,BR,-20.71,-48.54,77.13,61,80,11.36,broken clouds,0.0,0.0
371,Mujiayingzi,CN,42.12,118.78,66.81,29,100,15.19,overcast clouds,0.0,0.0
372,Jishou,CN,28.32,109.72,66.09,93,100,2.46,heavy intensity rain,5.28,0.0
373,Mayskiy,RU,47.69,40.1,57.2,41,0,6.71,clear sky,0.0,0.0
374,Atikokan,CA,48.76,-91.62,55.94,38,99,11.79,overcast clouds,0.0,0.0
375,Deputatskiy,RU,69.3,139.9,28.08,100,100,3.02,overcast clouds,0.0,0.0
376,Tomatlan,MX,19.93,-105.25,90.88,31,0,7.11,clear sky,0.0,0.0
377,Tuensang,IN,26.28,94.83,65.3,78,78,2.73,light rain,0.21,0.0
378,Klaksvik,FO,62.23,-6.59,44.6,87,69,10.29,broken clouds,0.0,0.0
379,Ponta Do Sol,PT,32.67,-17.1,64.99,59,23,8.99,few clouds,0.0,0.0
380,Sahuaripa,MX,29.05,-109.23,86.52,15,0,4.16,clear sky,0.0,0.0
381,Karratha,AU,-20.74,116.85,70.57,45,0,10.29,clear sky,0.0,0.0
382,Uaua,BR,-9.84,-39.48,84.52,54,86,12.5,overcast clouds,0.0,0.0
383,Newport,GB,51.59,-3.0,55.99,50,55,16.82,broken clouds,0.0,0.0
384,Nadvoitsy,RU,63.87,34.32,38.82,74,100,4.14,overcast clouds,0.0,0.0
385,Beitbridge,ZW,-22.22,30.0,73.17,21,14,7.58,few clouds,0.0,0.0
386,Anadyr,RU,64.75,177.48,30.2,92,75,2.24,fog,0.0,0.0
387,Tuy Hoa,VN,13.08,109.3,78.98,90,58,2.64,light rain,0.12,0.0
388,Ron,IN,15.67,75.73,89.2,35,84,4.54,broken clouds,0.0,0.0
389,Usinsk,RU,65.99,57.53,59.47,75,82,13.35,broken clouds,0.0,0.0
390,Uvinza,TZ,-5.1,30.39,70.03,89,100,2.13,light rain,0.37,0.0
391,Byron Bay,AU,-28.65,153.62,59.0,100,90,4.7,light rain,0.2,0.0
392,Ogembo,KE,-0.8,34.73,62.96,94,100,1.52,light rain,0.36,0.0
393,Ust-Ordynskiy,RU,52.8,104.75,46.4,39,100,4.47,overcast clouds,0.0,0.0
394,Stara Vyzhivka,UA,51.44,24.44,51.84,70,86,5.06,overcast clouds,0.0,0.0
395,Vanimo,PG,-2.67,141.3,79.09,84,60,1.72,light rain,0.28,0.0
396,Guadix,ES,37.3,-3.14,68.0,38,30,4.56,scattered clouds,0.0,0.0
397,North Bend,US,43.41,-124.22,54.0,87,90,11.41,light rain,0.76,0.0
398,Utete,TZ,-7.99,38.76,74.35,97,72,4.7,broken clouds,0.0,0.0
399,Taoudenni,ML,22.68,-3.98,101.19,8,0,11.74,clear sky,0.0,0.0
400,Shingu,JP,33.73,135.98,53.31,47,0,6.13,clear sky,0.0,0.0
401,Gravelbourg,CA,49.88,-106.55,45.68,76,100,3.67,overcast clouds,0.0,0.0
402,Villarrica,PY,-25.75,-56.43,70.23,83,81,9.75,broken clouds,0.0,0.0
403,Meadow Lake,US,34.8,-106.54,68.0,19,20,11.41,few clouds,0.0,0.0
404,Lisakovsk,KZ,52.54,62.49,64.56,53,99,3.42,overcast clouds,0.0,0.0
405,Ballina,AU,-28.87,153.57,59.0,100,93,4.7,light rain,0.35,0.0
406,Revda,RU,56.8,59.93,59.0,58,5,6.71,clear sky,0.0,0.0
407,Itoman,JP,26.12,127.67,71.6,83,20,5.82,few clouds,0.0,0.0
408,Meadville,US,41.64,-80.15,51.8,34,1,9.17,clear sky,0.0,0.0
409,Broken Hill,AU,-31.95,141.43,44.6,65,0,8.05,clear sky,0.0,0.0
410,Marawi,PH,8.0,124.29,80.01,88,94,5.01,overcast clouds,0.0,0.0
411,Pimampiro,EC,0.4,-77.97,60.8,67,90,6.93,overcast clouds,0.0,0.0
412,Kindu,CD,-2.95,25.95,73.69,86,92,0.74,overcast clouds,0.0,0.0
413,Juba,SS,4.85,31.58,83.25,60,40,3.22,light rain,0.13,0.0
414,Kattivakkam,IN,13.22,80.32,87.01,84,40,4.7,scattered clouds,0.0,0.0
415,Quatre Cocos,MU,-20.21,57.76,72.0,73,75,11.9,broken clouds,0.0,0.0
416,Omboue,GA,-1.57,9.26,81.0,81,95,4.76,light rain,0.21,0.0
417,Los Llanos De Aridane,ES,28.66,-17.92,71.6,56,20,14.99,few clouds,0.0,0.0
418,Tucano,BR,-10.96,-38.79,85.96,56,49,10.58,scattered clouds,0.0,0.0
419,Kochubey,RU,44.39,46.58,69.21,60,27,15.39,scattered clouds,0.0,0.0
420,Port Hardy,CA,50.7,-127.42,53.6,87,75,2.24,broken clouds,0.0,0.0
421,Nouadhibou,MR,20.93,-17.03,75.2,53,0,23.04,clear sky,0.0,0.0
422,Hatillo,PR,18.49,-66.83,89.01,70,69,3.0,light rain,0.83,0.0
423,Alofi,NU,-19.06,-169.92,75.2,100,82,4.7,light rain,0.13,0.0
424,Novyy Urgal,RU,51.07,132.56,35.55,93,8,1.99,clear sky,0.0,0.0
425,Ndele,CF,8.41,20.65,84.92,59,46,5.37,scattered clouds,0.0,0.0
426,Kloulklubed,PW,7.04,134.26,78.8,88,75,4.7,broken clouds,0.0,0.0
427,Smoky Lake,CA,54.12,-112.47,51.85,44,1,6.31,clear sky,0.0,0.0
428,Taltal,CL,-25.4,-70.48,66.97,54,1,7.7,clear sky,0.0,0.0
429,Honningsvag,NO,70.98,25.97,41.0,44,0,5.82,clear sky,0.0,0.0
430,Sabha,LY,27.04,14.43,96.82,7,0,9.33,clear sky,0.0,0.0
431,Ola,RU,59.58,151.28,33.55,93,76,0.11,broken clouds,0.0,0.0
432,Pangoa,PE,-12.12,-73.0,85.12,56,37,4.45,scattered clouds,0.0,0.0
433,Makakilo City,US,21.35,-158.09,73.0,100,75,6.29,broken clouds,0.0,0.0
434,Chumikan,RU,54.72,135.31,34.77,96,100,3.8,light rain,0.24,0.0
435,Farafangana,MG,-22.82,47.83,72.84,87,7,14.41,moderate rain,1.3,0.0
436,Nemuro,JP,43.32,145.57,44.42,89,53,20.24,light rain,0.38,0.0
437,Tura,IN,25.52,90.22,76.17,69,47,8.9,scattered clouds,0.0,0.0
438,Ken Caryl,US,39.58,-105.12,71.01,18,97,1.99,overcast clouds,0.0,0.0
439,Punta De Piedra,VE,7.62,-71.49,86.11,62,100,3.8,light rain,0.13,0.0
440,Marsassoum,SN,12.83,-15.98,105.8,23,12,6.93,few clouds,0.0,0.0
441,Tula,RU,54.2,37.61,46.56,61,43,7.61,scattered clouds,0.0,0.0
442,Evensk,RU,61.95,159.23,28.49,97,25,3.74,scattered clouds,0.0,0.0
443,Saint Anthony,US,45.02,-93.22,54.0,37,90,6.93,overcast clouds,0.0,0.0
444,Haimen,CN,23.19,116.61,77.0,41,80,8.95,broken clouds,0.0,0.0
445,Hawick,GB,55.42,-2.79,48.99,59,87,1.99,overcast clouds,0.0,0.0
446,Cumana,VE,10.46,-64.18,86.0,66,66,21.92,broken clouds,0.0,0.0
447,Le Robert,MQ,14.68,-60.94,86.0,62,40,18.34,scattered clouds,0.0,0.0
448,Brainerd,US,46.36,-94.2,48.2,57,90,10.29,light rain,0.0,0.0
449,Gavle,SE,60.67,17.14,46.99,41,63,1.99,broken clouds,0.0,0.0
450,Koboko,UG,3.41,30.96,68.23,91,19,2.39,light rain,0.34,0.0
451,Cabra,ES,37.47,-4.44,71.01,43,50,5.99,scattered clouds,0.0,0.0
452,Birao,CF,10.28,22.79,94.89,20,48,3.09,scattered clouds,0.0,0.0
453,Caraballeda,VE,10.61,-66.85,82.99,53,99,9.01,light rain,0.44,0.0
454,Puri,IN,19.8,85.85,80.6,88,0,16.06,mist,0.0,0.0
455,Niksic,ME,42.77,18.94,78.8,50,60,3.36,broken clouds,0.0,0.0
456,Saint-Louis,SN,16.33,-15.0,107.6,16,0,2.24,clear sky,0.0,0.0
457,Cairns,AU,-16.92,145.77,71.6,83,40,11.41,scattered clouds,0.0,0.0
458,Bagotville,AU,-28.98,153.42,59.0,100,99,4.7,overcast clouds,0.0,0.0
459,Dauphin,CA,51.15,-100.05,41.0,86,90,9.17,light rain,0.0,0.0
460,Harnosand,SE,62.63,17.94,48.99,24,90,11.41,overcast clouds,0.0,0.0
461,Bastia,FR,42.67,9.33,71.01,77,75,5.82,broken clouds,0.0,0.0
462,Moose Factory,CA,51.26,-80.61,51.8,20,1,11.41,clear sky,0.0,0.0
463,Vila Velha,BR,-20.33,-40.29,84.0,58,75,9.17,broken clouds,0.0,0.0
464,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,87.31,66,91,1.83,light rain,0.27,0.0
465,Berdigestyakh,RU,62.1,126.7,31.46,99,55,4.76,broken clouds,0.0,0.0
466,Tilichiki,RU,60.47,166.1,23.65,98,0,6.51,clear sky,0.0,0.0
467,Buala,SB,-8.14,159.59,81.21,82,45,7.7,light rain,0.32,0.0
468,Sovetskiy,RU,61.36,63.58,61.05,61,25,6.15,scattered clouds,0.0,0.0
469,Axim,GH,4.87,-2.24,84.31,72,27,7.54,scattered clouds,0.0,0.0
470,Salinopolis,BR,-0.61,-47.36,84.9,73,84,11.99,light rain,0.11,0.0
471,Hambantota,LK,6.12,81.12,82.42,81,100,6.4,light rain,0.76,0.0
472,Sinnamary,GF,5.38,-52.95,81.32,82,100,14.18,light rain,0.25,0.0
473,Porbandar,IN,21.64,69.61,81.81,85,0,10.42,clear sky,0.0,0.0
474,Dumas,US,35.87,-101.97,78.01,49,1,16.11,clear sky,0.0,0.0
475,Paita,PE,-5.09,-81.11,82.4,58,71,19.46,broken clouds,0.0,0.0
476,Maromitsa,RU,59.87,48.01,43.97,89,100,14.2,light rain,0.17,0.0
477,Bhola,BD,22.68,90.65,84.16,70,38,3.42,scattered clouds,0.0,0.0
478,Mnogovershinnyy,RU,53.94,139.92,35.89,100,100,4.41,overcast clouds,0.0,0.0
479,Biscarrosse,FR,44.39,-1.17,62.6,67,75,8.05,broken clouds,0.0,0.0
480,Kutum,SD,14.2,24.67,82.99,14,25,4.03,scattered clouds,0.0,0.0
481,Brest,BY,52.1,23.7,51.06,67,63,5.77,broken clouds,0.0,0.0
482,Soe,ID,-9.86,124.28,64.78,99,27,4.29,scattered clouds,0.0,0.0
483,Meulaboh,ID,4.14,96.13,78.6,87,88,3.53,overcast clouds,0.0,0.0
484,Kuminskiy,RU,58.67,66.57,62.29,59,67,4.29,broken clouds,0.0,0.0
485,Sayyan,YE,15.17,44.32,69.8,31,1,10.29,clear sky,0.0,0.0
486,Hasaki,JP,35.73,140.83,60.8,48,75,4.7,broken clouds,0.0,0.0
487,Muravlenko,RU,63.79,74.52,53.46,62,42,15.73,scattered clouds,0.0,0.0
488,Cangzhou,CN,38.32,116.87,72.46,35,100,10.6,overcast clouds,0.0,0.0
489,Kuryk,KZ,43.2,51.65,59.25,76,80,10.89,broken clouds,0.0,0.0
490,Olginskaya,RU,47.19,39.95,57.99,41,2,6.71,clear sky,0.0,0.0
491,Aberdeen,GB,57.14,-2.1,46.0,56,75,8.05,broken clouds,0.0,0.0
492,Pagudpud,PH,18.56,120.79,84.2,74,20,1.12,few clouds,0.0,0.0
493,Hobyo,SO,5.35,48.53,84.67,77,14,23.11,few clouds,0.0,0.0
494,Camana,PE,-16.62,-72.71,68.61,73,26,11.01,scattered clouds,0.0,0.0
495,Rudbar,AF,30.15,62.6,85.62,18,69,18.12,broken clouds,0.0,0.0
496,Shangzhi,CN,45.22,127.97,44.19,61,24,2.3,few clouds,0.0,0.0
497,Lamar,US,33.67,-95.58,73.4,83,90,11.41,overcast clouds,0.0,0.0
498,Rassvet,RU,46.83,40.75,49.23,73,0,7.23,clear sky,0.0,0.0
499,Gracac,HR,44.3,15.85,75.2,38,40,21.92,scattered clouds,0.0,0.0
500,Murdochville,CA,48.96,-65.5,34.25,80,24,19.66,few clouds,0.0,0.0
501,Davila,PH,18.47,120.58,84.2,74,20,1.12,few clouds,0.0,0.0
502,Watford,GB,51.66,-0.4,52.0,34,83,14.99,broken clouds,0.0,0.0
503,Kamaishi,JP,39.27,141.88,48.63,69,1,8.03,clear sky,0.0,0.0
504,Agadez,NE,19.75,10.25,97.05,8,44,5.5,scattered clouds,0.0,0.0
505,Gari,RU,59.43,62.35,58.42,62,39,5.88,scattered clouds,0.0,0.0
506,Tautira,PF,-17.73,-149.15,77.0,83,20,4.7,few clouds,0.0,0.0
507,Basco,PH,20.45,121.97,80.89,88,36,15.66,scattered clouds,0.0,0.0
508,Kanye,BW,-24.97,25.33,61.72,31,0,6.71,clear sky,0.0,0.0
509,Antofagasta,CL,-23.65,-70.4,62.6,67,15,11.41,few clouds,0.0,0.0
510,Hongjiang,CN,27.11,110.0,71.4,89,100,1.68,moderate rain,1.29,0.0
511,Trairi,BR,-3.28,-39.27,84.13,78,17,9.04,light rain,0.38,0.0
512,Kang,BW,-23.68,22.79,66.22,27,0,6.58,clear sky,0.0,0.0
513,Misratah,LY,32.38,15.09,82.29,34,0,19.46,clear sky,0.0,0.0
514,Vanderhoof,CA,54.02,-124.02,60.17,33,50,0.63,scattered clouds,0.0,0.0
515,Tessalit,ML,20.2,1.01,102.33,14,22,10.96,few clouds,0.0,0.0
516,Salta,AR,-24.79,-65.41,59.0,62,90,3.36,overcast clouds,0.0,0.0
517,Changqing,CN,36.56,116.73,80.01,37,100,8.46,overcast clouds,0.0,0.0
518,Skibbereen,IE,51.55,-9.27,51.8,57,75,13.87,broken clouds,0.0,0.0
519,Yaan,NG,7.38,8.57,86.41,66,97,5.99,overcast clouds,0.0,0.0
520,Kudahuvadhoo,MV,2.67,72.89,84.7,73,76,4.59,light rain,0.69,0.0
521,Santa Rosalia,MX,27.32,-112.28,79.84,22,0,3.29,clear sky,0.0,0.0
522,Maragogi,BR,-9.01,-35.22,82.67,75,29,10.6,scattered clouds,0.0,0.0
523,Mount Pleasant,US,32.79,-79.86,73.99,46,1,3.36,clear sky,0.0,0.0
524,Ambanja,MG,-13.68,48.45,76.98,86,100,1.12,light rain,0.15,0.0
525,Matagami,CA,49.75,-77.63,44.6,22,1,12.75,clear sky,0.0,0.0
526,West Lafayette,US,40.43,-86.91,66.2,36,90,16.11,overcast clouds,0.0,0.0
527,Wanxian,CN,30.8,108.39,63.25,82,57,4.5,light rain,0.32,0.0
528,Mosquera,CO,4.71,-74.23,64.4,63,75,3.36,broken clouds,0.0,0.0
529,Forbes,AU,-33.38,148.02,42.01,85,0,4.99,clear sky,0.0,0.0
530,Jalpan,MX,21.23,-99.48,86.7,44,59,4.79,broken clouds,0.0,0.0
531,Chiredzi,ZW,-21.05,31.67,68.16,27,30,1.41,scattered clouds,0.0,0.0
532,Tlacotepec,MX,20.07,-97.87,77.4,60,13,5.66,light rain,0.24,0.0
533,Araouane,ML,18.9,-3.53,105.4,8,0,4.85,clear sky,0.0,0.0
534,Aegviidu,EE,59.29,25.61,41.0,75,75,10.29,broken clouds,0.0,0.0
535,Valleyview,CA,55.07,-117.29,53.62,42,95,5.7,overcast clouds,0.0,0.0
536,Poya,NC,-21.35,165.15,65.16,72,32,3.24,scattered clouds,0.0,0.0
537,Whitehorse,CA,60.72,-135.05,48.99,56,75,6.15,broken clouds,0.0,0.0
538,Iberia,US,29.95,-91.75,82.4,65,40,16.11,scattered clouds,0.0,0.0
539,Maloy,NO,61.94,5.11,39.0,83,40,14.99,light shower snow,0.0,0.0
540,Linda,US,39.13,-121.55,57.99,71,40,11.41,scattered clouds,0.0,0.0
541,Pacasmayo,PE,-7.4,-79.57,74.46,69,24,15.17,few clouds,0.0,0.0
542,Saint-Joseph,RE,-21.37,55.62,75.2,64,90,5.82,overcast clouds,0.0,0.0
543,Teguldet,RU,57.31,88.17,57.6,95,62,6.91,broken clouds,0.0,0.0
544,Salekhard,RU,66.53,66.6,41.83,90,100,12.84,overcast clouds,0.0,0.0
545,Trincomalee,LK,8.57,81.23,84.88,69,99,3.44,overcast clouds,0.0,0.0
546,Hanna,CA,51.63,-111.9,48.0,51,24,5.01,few clouds,0.0,0.0
547,Minas Novas,BR,-17.22,-42.59,77.18,60,78,5.26,broken clouds,0.0,0.0
548,Atar,MR,20.52,-13.05,99.43,9,0,11.97,clear sky,0.0,0.0
549,Sao Raimundo Nonato,BR,-9.02,-42.7,84.4,57,79,7.67,broken clouds,0.0,0.0
550,Lucapa,AO,-8.42,20.74,75.06,54,47,3.65,scattered clouds,0.0,0.0
551,Lagoa,PT,39.05,-27.98,57.6,67,75,22.19,broken clouds,0.0,0.0
552,Likasi,CD,-10.98,26.73,65.66,69,53,4.68,broken clouds,0.0,0.0
553,Tazovskiy,RU,67.47,78.7,31.89,99,97,10.31,overcast clouds,0.0,0.0
554,Kabinda,CD,-6.13,24.48,72.75,84,53,3.24,broken clouds,0.0,0.0
555,Rio Grande,BR,-32.03,-52.1,66.2,77,75,9.17,broken clouds,0.0,0.0
556,Berezovyy,RU,51.67,135.7,42.06,88,100,2.86,overcast clouds,0.0,0.0
557,Namatanai,PG,-3.67,152.43,80.67,82,99,7.78,light rain,0.45,0.0
558,Guerrero Negro,MX,27.98,-114.06,67.89,63,20,16.2,few clouds,0.0,0.0
559,Bujumbura,BI,-3.38,29.36,74.46,73,94,3.8,light rain,0.7,0.0
560,Roebourne,AU,-20.78,117.13,71.4,42,0,9.89,clear sky,0.0,0.0
561,Mgandu,TZ,-5.95,34.13,64.69,94,29,3.98,moderate rain,1.62,0.0
562,Chingirlau,KZ,51.09,54.08,57.06,80,36,5.66,scattered clouds,0.0,0.0
563,Danielskuil,ZA,-28.19,23.54,54.82,37,0,8.55,clear sky,0.0,0.0
564,Fare,PF,-16.7,-151.02,81.81,76,15,15.37,few clouds,0.0,0.0
565,Kongolo,CD,-5.38,27.0,74.64,86,100,2.04,overcast clouds,0.0,0.0
566,Pokosnoye,RU,55.53,101.05,43.41,59,100,7.09,overcast clouds,0.0,0.0
567,Palu,ID,-0.89,119.87,77.4,80,81,2.91,light rain,0.16,0.0
568,Moron,AR,-34.65,-58.62,68.0,45,0,8.05,clear sky,0.0,0.0
569,Port Hedland,AU,-20.32,118.57,69.8,26,0,10.29,clear sky,0.0,0.0
